dummy_case_field,ICD-9-CM Code,ICD-9-CM Code No Dec,ICD-9-CM Short Description,ICD-9-CM Long Description,AHRQ CCS Single Level Diagnosis Category Code,AHRQ CCS Single Level Diagnosis Category Name,Ursa Serial ID
,464.00,46400,Ac laryngitis w/o obst,Acute laryngitis without mention of obstruction,126,Other upper respiratory infections,5076
,464.01,46401,Ac laryngitis w obstruct,Acute laryngitis with obstruction,126,Other upper respiratory infections,5077
,464.10,46410,Ac tracheitis no obstruc,Acute tracheitis without mention of obstruction,126,Other upper respiratory infections,5078
,464.11,46411,Ac tracheitis w obstruct,Acute tracheitis with obstruction,126,Other upper respiratory infections,5079
,464.20,46420,Ac laryngotrach no obstr,Acute laryngotracheitis without mention of obstruction,126,Other upper respiratory infections,5080
,464.21,46421,Ac laryngotrach w obstr,Acute laryngotracheitis with obstruction,126,Other upper respiratory infections,5081
,464.30,46430,Ac epiglottitis no obstr,Acute epiglottitis without mention of obstruction,126,Other upper respiratory infections,5082
,464.31,46431,Ac epiglottitis w obstr,Acute epiglottitis with obstruction,126,Other upper respiratory infections,5083
,464.4,4644,Croup,Croup,126,Other upper respiratory infections,5084
,464.50,46450,Supraglottis w/o obs NOS,"Supraglottitis unspecified, without obstruction",126,Other upper respiratory infections,5085
,464.51,46451,Supraglottis w obstr NOS,"Supraglottitis unspecified, with obstruction",126,Other upper respiratory infections,5086
,465.0,4650,Acute laryngopharyngitis,Acute laryngopharyngitis,126,Other upper respiratory infections,5087
,465.8,4658,Acute uri mult sites NEC,Acute upper respiratory infections of other multiple sites,126,Other upper respiratory infections,5088
,465.9,4659,Acute uri NOS,Acute upper respiratory infections of unspecified site,126,Other upper respiratory infections,5089
,466.0,4660,Acute bronchitis,Acute bronchitis,125,Acute bronchitis,5090
,466.11,46611,Acu broncholitis d/t RSV,Acute bronchiolitis due to respiratory syncytial virus (RSV),125,Acute bronchitis,5091
,466.19,46619,Acu brnchlts d/t oth org,Acute bronchiolitis due to other infectious organisms,125,Acute bronchitis,5092
,470,470,Deviated nasal septum,Deviated nasal septum,134,Other upper respiratory disease,5093
,471.0,4710,Polyp of nasal cavity,Polyp of nasal cavity,134,Other upper respiratory disease,5094
,471.1,4711,Polypoid sinus degen,Polypoid sinus degeneration,134,Other upper respiratory disease,5095
,471.8,4718,Nasal sinus polyp NEC,Other polyp of sinus,134,Other upper respiratory disease,5096
,471.9,4719,Nasal polyp NOS,Unspecified nasal polyp,134,Other upper respiratory disease,5097
,472.0,4720,Chronic rhinitis,Chronic rhinitis,134,Other upper respiratory disease,5098
,472.1,4721,Chronic pharyngitis,Chronic pharyngitis,134,Other upper respiratory disease,5099
,472.2,4722,Chronic nasopharyngitis,Chronic nasopharyngitis,134,Other upper respiratory disease,5100
,473.0,4730,Chr maxillary sinusitis,Chronic maxillary sinusitis,126,Other upper respiratory infections,5101
,473.1,4731,Chr frontal sinusitis,Chronic frontal sinusitis,126,Other upper respiratory infections,5102
,473.2,4732,Chr ethmoidal sinusitis,Chronic ethmoidal sinusitis,126,Other upper respiratory infections,5103
,473.3,4733,Chr sphenoidal sinusitis,Chronic sphenoidal sinusitis,126,Other upper respiratory infections,5104
,473.8,4738,Chronic sinusitis NEC,Other chronic sinusitis,126,Other upper respiratory infections,5105
,473.9,4739,Chronic sinusitis NOS,Unspecified sinusitis (chronic),126,Other upper respiratory infections,5106
,474.00,47400,Chronic tonsillitis,Chronic tonsillitis,124,Acute and chronic tonsillitis,5107
,474.01,47401,Chronic adenoiditis,Chronic adenoiditis,124,Acute and chronic tonsillitis,5108
,474.02,47402,Chronic tonsils&adenoids,Chronic tonsillitis and adenoiditis,124,Acute and chronic tonsillitis,5109
,474.10,47410,Hypertrophy T and A,Hypertrophy of tonsil with adenoids,124,Acute and chronic tonsillitis,5110
,474.11,47411,Hypertrophy tonsils,Hypertrophy of tonsils alone,124,Acute and chronic tonsillitis,5111
,474.12,47412,Hypertrophy adenoids,Hypertrophy of adenoids alone,124,Acute and chronic tonsillitis,5112
,474.2,4742,Adenoid vegetations,Adenoid vegetations,124,Acute and chronic tonsillitis,5113
,474.8,4748,Chr T & A dis NEC,Other chronic disease of tonsils and adenoids,124,Acute and chronic tonsillitis,5114
,474.9,4749,Chr T & A dis NOS,Unspecified chronic disease of tonsils and adenoids,124,Acute and chronic tonsillitis,5115
,475,475,Peritonsillar abscess,Peritonsillar abscess,124,Acute and chronic tonsillitis,5116
,476.0,4760,Chronic laryngitis,Chronic laryngitis,134,Other upper respiratory disease,5117
,476.1,4761,Chr laryngotracheitis,Chronic laryngotracheitis,134,Other upper respiratory disease,5118
,477.0,4770,Rhinitis due to pollen,Allergic rhinitis due to pollen,134,Other upper respiratory disease,5119
,477.1,4771,Allergic rhinitis-food,Allergic rhinitis due to food,253,Allergic reactions,5120
,477.2,4772,Allerg rhinitis-cat/dog,Allergic rhinitis due to animal (cat) (dog) hair and dander,134,Other upper respiratory disease,5121
,477.8,4778,Allergic rhinitis NEC,Allergic rhinitis due to other allergen,134,Other upper respiratory disease,5122
,477.9,4779,Allergic rhinitis NOS,"Allergic rhinitis, cause unspecified",134,Other upper respiratory disease,5123
,478.0,4780,Hypertrph nasal turbinat,Hypertrophy of nasal turbinates,134,Other upper respiratory disease,5124
,478.11,47811,Nasal mucositis (ulcer),Nasal mucositis (ulcerative),134,Other upper respiratory disease,5125
,478.19,47819,Nasal & sinus dis NEC,Other disease of nasal cavity and sinuses,134,Other upper respiratory disease,5126
,478.20,47820,Disease of pharynx NOS,Unspecified disease of pharynx,134,Other upper respiratory disease,5127
,478.21,47821,Cellulitis of pharynx,Cellulitis of pharynx or nasopharynx,134,Other upper respiratory disease,5128
,478.22,47822,Parapharyngeal abscess,Parapharyngeal abscess,134,Other upper respiratory disease,5129
,478.24,47824,Retropharyngeal abscess,Retropharyngeal abscess,134,Other upper respiratory disease,5130
,478.25,47825,Edema pharynx/nasopharyx,Edema of pharynx or nasopharynx,134,Other upper respiratory disease,5131
,478.26,47826,Cyst pharynx/nasopharynx,Cyst of pharynx or nasopharynx,134,Other upper respiratory disease,5132
,478.29,47829,Disease of pharynx NEC,"Other diseases of pharynx, not elsewhere classified",134,Other upper respiratory disease,5133
,478.30,47830,Vocal cord paralysis NOS,"Paralysis of vocal cords or larynx, unspecified",134,Other upper respiratory disease,5134
,478.31,47831,Vocal paral unilat part,"Unilateral paralysis of vocal cords or larynx, partial",134,Other upper respiratory disease,5135
,478.32,47832,Vocal paral unilat total,"Unilateral paralysis of vocal cords or larynx, complete",134,Other upper respiratory disease,5136
,478.33,47833,Vocal paral bilat part,"Bilateral paralysis of vocal cords or larynx, partial",134,Other upper respiratory disease,5137
,478.34,47834,Vocal paral bilat total,"Bilateral paralysis of vocal cords or larynx, complete",134,Other upper respiratory disease,5138
,478.4,4784,Vocal cord/larynx polyp,Polyp of vocal cord or larynx,134,Other upper respiratory disease,5139
,478.5,4785,Vocal cord disease NEC,Other diseases of vocal cords,134,Other upper respiratory disease,5140
,478.6,4786,Edema of larynx,Edema of larynx,134,Other upper respiratory disease,5141
,478.70,47870,Disease of larynx NOS,Unspecified disease of larynx,134,Other upper respiratory disease,5142
,478.71,47871,Laryngeal cellulitis,Cellulitis and perichondritis of larynx,134,Other upper respiratory disease,5143
,478.74,47874,Stenosis of larynx,Stenosis of larynx,134,Other upper respiratory disease,5144
,478.75,47875,Laryngeal spasm,Laryngeal spasm,134,Other upper respiratory disease,5145
,478.79,47879,Disease of larynx NEC,"Other diseases of larynx, not elsewhere classified",134,Other upper respiratory disease,5146
,478.8,4788,Urt hypersens react NOS,"Upper respiratory tract hypersensitivity reaction, site unspecified",134,Other upper respiratory disease,5147
,478.9,4789,Upper resp dis NEC/NOS,Other and unspecified diseases of upper respiratory tract,134,Other upper respiratory disease,5148
,480.0,4800,Adenoviral pneumonia,Pneumonia due to adenovirus,122,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),5149
,480.1,4801,Resp syncyt viral pneum,Pneumonia due to respiratory syncytial virus,122,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),5150
,480.2,4802,Parinfluenza viral pneum,Pneumonia due to parainfluenza virus,122,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),5151
,480.3,4803,Pneumonia due to SARS,Pneumonia due to SARS-associated coronavirus,122,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),5152
,480.8,4808,Viral pneumonia NEC,Pneumonia due to other virus not elsewhere classified,122,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),5153
,480.9,4809,Viral pneumonia NOS,"Viral pneumonia, unspecified",122,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),5154
,481,481,Pneumococcal pneumonia,Pneumococcal pneumonia [Streptococcus pneumoniae pneumonia],122,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),5155
,482.0,4820,K. pneumoniae pneumonia,Pneumonia due to Klebsiella pneumoniae,122,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),5156
,482.1,4821,Pseudomonal pneumonia,Pneumonia due to Pseudomonas,122,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),5157
,482.2,4822,H.influenzae pneumonia,Pneumonia due to Hemophilus influenzae [H. influenzae],122,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),5158
,482.30,48230,Streptococcal pneumn NOS,"Pneumonia due to Streptococcus, unspecified",122,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),5159
,482.31,48231,Pneumonia strptococcus a,"Pneumonia due to Streptococcus, group A",122,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),5160
,482.32,48232,Pneumonia strptococcus b,"Pneumonia due to Streptococcus, group B",122,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),5161
,482.39,48239,Pneumonia oth strep,Pneumonia due to other Streptococcus,122,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),5162
,482.40,48240,Staphylococcal pneu NOS,"Pneumonia due to Staphylococcus, unspecified",122,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),5163
,482.41,48241,Meth sus pneum d/t Staph,Methicillin susceptible pneumonia due to Staphylococcus aureus,122,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),5164
,482.42,48242,Meth res pneu d/t Staph,Methicillin resistant pneumonia due to Staphylococcus aureus,122,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),5165
,482.49,48249,Staph pneumonia NEC,Other Staphylococcus pneumonia,122,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),5166
,482.81,48281,Pneumonia anaerobes,Pneumonia due to anaerobes,122,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),5167
,482.82,48282,Pneumonia e coli,Pneumonia due to escherichia coli [E. coli],122,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),5168
,482.83,48283,Pneumo oth grm-neg bact,Pneumonia due to other gram-negative bacteria,122,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),5169
,482.84,48284,Legionnaires' disease,Pneumonia due to Legionnaires' disease,122,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),5170
,482.89,48289,Pneumonia oth spcf bact,Pneumonia due to other specified bacteria,122,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),5171
,482.9,4829,Bacterial pneumonia NOS,"Bacterial pneumonia, unspecified",122,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),5172
,483.0,4830,Pneu mycplsm pneumoniae,Pneumonia due to mycoplasma pneumoniae,122,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),5173
,483.1,4831,Pneumonia d/t chlamydia,Pneumonia due to chlamydia,122,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),5174
,483.8,4838,Pneumon oth spec orgnsm,Pneumonia due to other specified organism,122,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),5175
,484.1,4841,Pneum w cytomeg incl dis,Pneumonia in cytomegalic inclusion disease,122,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),5176
,484.3,4843,Pneumonia in whoop cough,Pneumonia in whooping cough,122,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),5177
,484.5,4845,Pneumonia in anthrax,Pneumonia in anthrax,122,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),5178
,484.6,4846,Pneum in aspergillosis,Pneumonia in aspergillosis,122,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),5179
,484.7,4847,Pneum in oth sys mycoses,Pneumonia in other systemic mycoses,122,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),5180
,484.8,4848,Pneum in infect dis NEC,Pneumonia in other infectious diseases classified elsewhere,122,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),5181
,485,485,Bronchopneumonia org NOS,"Bronchopneumonia, organism unspecified",122,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),5182
,486,486,"Pneumonia, organism NOS","Pneumonia, organism unspecified",122,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),5183
,487.0,4870,Influenza with pneumonia,Influenza with pneumonia,123,Influenza,5184
,487.1,4871,Flu w resp manifest NEC,Influenza with other respiratory manifestations,123,Influenza,5185
,487.8,4878,Flu w manifestation NEC,Influenza with other manifestations,123,Influenza,5186
,488.01,48801,Flu dt iden avian w pneu,Influenza due to identified avian influenza virus with pneumonia,123,Influenza,5187
,488.02,48802,Flu dt avian w oth resp,Influenza due to identified avian influenza virus with other respiratory manifestations,123,Influenza,5188
,488.09,48809,Flu dt avian manfest NEC,Influenza due to identified avian influenza virus with other manifestations,123,Influenza,5189
,488.11,48811,Flu dt 2009 H1N1 w pneu,Influenza due to identified 2009 H1N1 influenza virus with pneumonia,123,Influenza,5190
,488.12,48812,Flu-2009 H1N1 w oth resp,Influenza due to identified 2009 H1N1 influenza virus with other respiratory manifestations,123,Influenza,5191
,488.19,48819,Flu-2009 H1N1 w oth man,Influenza due to identified 2009 H1N1 influenza virus with other manifestations,123,Influenza,5192
